"cruise"	"ship"	"ship_code"	"sample_number"	"resorted"	"time_UTC"	"lat_degN"	"lon_degE"	"start_temp_degC"	"start_salinity_psu"	"start_wind_speed_knots"	"start_wind_direction_deg"	"start_pump_speed_M3PerMin"	"stop_time_UTC"	"stop_lat_degN"	"stop_lon_degE"	"stop_temp_degC"	"stop_salinity_psu"	"stop_wind_speed_knots"	"stop_wind_direction_deg"	"stop_pump_speed_M3PerMin"	"sardine_eggs_count"	"anchovy_eggs_count"	"jack_mackerel_eggs_count"	"hake_eggs_count"	"squid_eggs_count"	"other_fish_eggs_count"	"year"
199803	"DAVID STARR JORDAN"	"JD"	1	"t"	1998-02-19 18:59:33	32.6917	-117.3251	16.524	33.172	5.71	120.055	0.64	1998-02-19 18:59:33	32.7469	-117.3904	16.399	33.434	4.45	142.6446	0.64	90	3	0	0	0	2	1998
199804	"DAVID STARR JORDAN"	"JD"	1	"t"	1998-04-03 00:30:03	32.9389	-117.3185	16.347	32.741	6.8	284.5186	0.64	1998-04-03 00:30:03	32.9296	-117.3443	16.527	32.781	6.87	302.7697	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	2	"t"	1998-02-19 19:29:22	32.7469	-117.3904	16.399	33.434	4.45	142.6446	0.64	1998-02-19 19:29:22	32.8022	-117.4567	16.084	33.41	6.55	280.8793	0.64	16	1	0	0	0	1	1998
199804	"DAVID STARR JORDAN"	"JD"	2	"t"	1998-04-03 00:47:04	32.9296	-117.3443	16.527	32.781	6.87	302.7697	0.64	1998-04-03 00:47:04	32.9136	-117.3952	16.433	32.783	8.16	308.6206	0.64	0	0	0	0	0	2	1998
199803	"DAVID STARR JORDAN"	"JD"	3	"t"	1998-02-19 19:59:49	32.8022	-117.4567	16.084	33.41	6.55	280.8793	0.64	1998-02-19 19:59:49	32.8574	-117.5248	16.555	33.451	5.73	306.312	0.64	70	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	3	"t"	1998-04-03 04:33:03	32.9033	-117.4004	16.223	32.794	7.93	303.3562	0.64	1998-04-03 04:33:03	32.8819	-117.4484	16.223	32.822	9.85	304.7336	0.64	28	0	0	0	0	1	1998
199804	"DAVID STARR JORDAN"	"JD"	4	"t"	1998-04-03 05:03:15	32.8819	-117.4484	16.223	32.822	9.85	304.7336	0.64	1998-04-03 05:03:15	32.8418	-117.5437	16.125	32.814	9.85	304.7336	0.64	9	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	4	"t"	1998-02-19 20:29:52	32.8574	-117.5248	16.555	33.451	5.73	306.312	0.64	1998-02-19 20:29:52	32.9141	-117.5897	16.54	33.474	7.06	338.8156	0.64	200	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	5	"t"	1998-02-19 20:59:52	32.9141	-117.5897	16.54	33.474	7.06	338.8156	0.64	1998-02-19 20:59:52	32.9703	-117.6548	16.153	33.387	8.03	125.0522	0.64	136	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	5	"t"	1998-04-03 08:00:14	32.8418	-117.5437	16.047	32.845	9.85	304.7336	0.64	1998-04-03 08:00:14	32.8016	-117.6391	15.972	32.815	9.85	304.7336	0.64	0	0	0	0	1	0	1998
199803	"DAVID STARR JORDAN"	"JD"	6	"t"	1998-02-19 21:29:52	32.9703	-117.6548	16.153	33.387	8.03	125.0522	0.64	1998-02-19 21:29:52	33.025	-117.7226	16.156	33.397	9.05	102.8029	0.64	44	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	6	"t"	1998-04-03 08:30:00	32.8016	-117.6391	15.972	32.815	9.85	304.7336	0.64	1998-04-03 08:30:00	32.7615	-117.7344	15.85	32.75	8.8	310	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	7	"t"	1998-02-19 21:59:52	33.025	-117.7226	16.156	33.397	9.05	102.8029	0.64	1998-02-19 21:59:52	33.0803	-117.7918	16.236	33.423	9.26	78.3752	0.64	42	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	7	"t"	1998-04-03 09:00:00	32.7615	-117.7344	15.889	32.8	8.8	310	0.64	1998-04-03 09:00:00	32.7615	-117.8298	15.85	32.75	8.8	310	0.64	0	0	0	0	1	0	1998
199803	"DAVID STARR JORDAN"	"JD"	8	"t"	1998-02-19 22:29:52	33.0803	-117.7918	16.236	33.423	9.26	78.3752	0.64	1998-02-19 22:29:52	33.1369	-117.8624	16.17	33.413	5.98	77.5118	0.64	1	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	8	"t"	1998-04-03 09:30:00	32.7213	-117.8298	15.808	32.79	8.8	310	0.64	1998-04-03 09:30:00	32.6411	-117.9251	15.85	32.75	8.8	310	0.64	0	0	0	0	2	0	1998
199803	"DAVID STARR JORDAN"	"JD"	9	"t"	1998-02-19 22:59:52	33.1369	-117.8624	16.17	33.413	5.98	77.5118	0.64	1998-02-19 22:59:52	33.1941	-117.9343	15.96	33.333	5.96	103.4437	0.64	22	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	9	"t"	1998-04-03 12:29:55	32.6812	-117.9251	15.726	32.789	7.88	329.1166	0.64	1998-04-03 12:29:55	32.6325	-118.0083	15.699	32.706	7.99	332.2532	0.64	0	0	0	0	1	0	1998
199803	"DAVID STARR JORDAN"	"JD"	10	"t"	1998-02-19 23:09:16	33.1941	-117.9343	15.96	33.333	5.96	103.4437	0.64	1998-02-19 23:09:16	33.2126	-117.9563	16.329	33.426	4.66	125.1915	0.64	5	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	10	"t"	1998-04-03 13:00:02	32.6325	-118.0083	15.699	32.706	7.99	332.2532	0.64	1998-04-03 13:00:02	32.5852	-118.0898	15.252	32.756	9.12	331.2621	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	11	"t"	1998-02-20 01:29:50	33.4269	-118.2133	16.969	33.738	9.3	191.5223	0.64	1998-02-20 01:29:50	33.4827	-118.2829	16.962	33.718	9.81	149.61	0.64	1	2	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	11	"t"	1998-04-03 13:30:02	32.5852	-118.0898	15.252	32.756	9.12	331.2621	0.64	1998-04-03 13:30:02	32.5374	-118.1709	14.944	32.634	8.63	315.5329	0.64	0	0	0	0	0	1	1998
199803	"DAVID STARR JORDAN"	"JD"	12	"t"	1998-02-20 01:59:52	33.4827	-118.2829	16.962	33.718	9.81	149.61	0.64	1998-02-20 01:59:52	33.535	-118.3537	16.304	33.487	7.01	182.768	0.64	0	12	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	12	"t"	1998-04-03 13:46:02	32.5374	-118.1709	14.944	32.634	8.63	315.5329	0.64	1998-04-03 13:46:02	32.5135	-118.2135	15.008	32.566	7.17	318.8004	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	13	"t"	1998-02-20 02:29:52	33.535	-118.3537	16.304	33.487	7.01	182.768	0.64	1998-02-20 02:29:52	33.5773	-118.4313	16.097	33.528	14.49	197.3552	0.64	0	44	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	13	"t"	1998-04-03 16:30:00	32.5135	-118.214	15	32.5	7	280	0.64	1998-04-03 16:30:00	32.4836	-118.2666	15.2	32.55	6	280	0.64	0	0	0	0	1	0	1998
199803	"DAVID STARR JORDAN"	"JD"	14	"t"	1998-02-20 02:59:53	33.5773	-118.4313	16.097	33.528	14.49	197.3552	0.64	1998-02-20 02:59:53	33.6127	-118.5141	16.117	33.522	10.75	192.7247	0.64	0	22	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	14	"t"	1998-04-03 17:00:00	32.4836	-118.2666	15	32.5	7	280	0.64	1998-04-03 17:00:00	32.4387	-118.3455	15.2	32.55	6	280	0.64	0	0	0	0	1	0	1998
199803	"DAVID STARR JORDAN"	"JD"	15	"t"	1998-02-20 03:29:53	33.6127	-118.5141	16.117	33.522	10.75	192.7247	0.64	1998-02-20 03:29:53	33.6502	-118.5976	16.148	33.506	10.03	173.8211	0.64	0	15	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	15	"t"	1998-04-03 17:30:00	32.4387	-118.3455	15	32.5	7	280	0.64	1998-04-03 17:30:00	32.3938	-118.4244	15.2	32.55	6	280	0.64	0	0	0	0	1	0	1998
199803	"DAVID STARR JORDAN"	"JD"	16	"t"	1998-02-20 03:59:53	33.6502	-118.5976	16.148	33.506	10.03	173.8211	0.64	1998-02-20 03:59:53	33.6972	-118.6675	16.213	33.48	10.45	176.4498	0.64	0	6	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	16	"t"	1998-04-03 18:00:00	32.3938	-118.4244	15	32.5	7	280	0.64	1998-04-03 18:00:00	32.3489	-118.5033	15.2	32.55	6	280	0.64	1	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	17	"t"	1998-04-03 18:15:00	32.3489	-118.5033	15	32.5	7	280	0.64	1998-04-03 18:15:00	32.3264	-118.5248	15.2	32.55	6	280	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	17	"t"	1998-02-20 04:33:16	33.6972	-118.6675	16.213	33.48	10.45	176.4498	0.64	1998-02-20 04:33:16	33.7864	-118.6646	16.167	33.556	23.04	302.7343	0.64	1	45	0	1	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	18	"t"	1998-02-20 04:59:52	33.7864	-118.6646	16.167	33.556	23.04	302.7343	0.64	1998-02-20 04:59:52	33.8434	-118.6914	16.157	33.541	13.54	20.4852	0.64	0	38	0	0	0	4	1998
199804	"DAVID STARR JORDAN"	"JD"	18	"t"	1998-04-03 22:00:02	32.3266	-118.5428	15.341	32.391	5.95	241.8433	0.64	1998-04-03 22:00:02	32.3157	-118.5722	15.47	32.553	5.39	241.2745	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	19	"t"	1998-02-20 05:31:45	33.8434	-118.6914	16.157	33.541	13.54	20.4852	0.64	1998-02-20 05:31:45	33.8969	-118.7648	15.82	33.474	10.38	103.3428	0.64	0	21	0	0	0	1	1998
199804	"DAVID STARR JORDAN"	"JD"	19	"t"	1998-04-03 22:30:02	32.3157	-118.5722	15.47	32.553	5.39	241.2745	0.64	1998-04-03 22:30:02	32.2792	-118.6583	15.773	32.549	13.29	252.3161	0.64	2	0	0	0	3	1	1998
199803	"DAVID STARR JORDAN"	"JD"	20	"t"	1998-02-20 05:59:53	33.8969	-118.7648	15.82	33.474	10.38	103.3428	0.64	1998-02-20 05:59:53	33.9473	-118.8317	15.719	33.461	15.82	49.4106	0.64	0	7	0	0	0	2	1998
199804	"DAVID STARR JORDAN"	"JD"	20	"t"	1998-04-03 23:00:02	32.2792	-118.6583	15.773	32.549	13.29	252.3161	0.64	1998-04-03 23:00:02	32.2445	-118.7439	15.468	32.532	13.1	265.1409	0.64	0	0	0	0	1	3	1998
199803	"DAVID STARR JORDAN"	"JD"	21	"t"	1998-02-20 06:29:52	33.9473	-118.8317	15.719	33.461	15.82	49.4106	0.64	1998-02-20 06:29:52	34.0015	-118.9039	15.623	33.182	6.33	202.7422	0.64	0	1	0	0	0	2	1998
199804	"DAVID STARR JORDAN"	"JD"	21	"t"	1998-04-03 23:30:02	32.2445	-118.7439	15.468	32.532	13.1	265.1409	0.64	1998-04-03 23:30:02	32.2083	-118.8261	15.726	32.636	13.83	254.8718	0.64	0	0	0	0	1	0	1998
199803	"DAVID STARR JORDAN"	"JD"	22	"t"	1998-02-20 06:48:56	34.0015	-118.9039	15.623	33.182	6.33	202.7422	0.64	1998-02-20 06:48:56	34.0354	-118.9502	15.596	33.12	6.75	55.0941	0.64	0	2	0	0	0	3	1998
199804	"DAVID STARR JORDAN"	"JD"	22	"t"	1998-04-03 23:57:07	32.2083	-118.8261	15.726	32.636	13.83	254.8718	0.64	1998-04-03 23:57:07	32.1809	-118.8937	15.745	32.601	24.85	315.277	0.64	0	0	0	0	1	0	1998
199803	"DAVID STARR JORDAN"	"JD"	23	"t"	1998-02-20 07:49:50	34.0367	-118.9556	15.643	33.162	14.25	327.241	0.64	1998-02-20 07:49:50	34.0434	-118.9701	15.719	33.244	7.88	338.3827	0.64	0	2	0	0	0	11	1998
199804	"DAVID STARR JORDAN"	"JD"	23	"t"	1998-04-04 04:00:00	32.1809	-118.894	15.6	32.62	12	275	0.64	1998-04-04 04:00:00	32.1325	-118.9985	15.6	32.62	10	300	0.64	0	0	0	0	4	0	1998
199803	"DAVID STARR JORDAN"	"JD"	24	"t"	1998-02-20 07:59:51	34.0434	-118.9701	15.719	33.244	7.88	338.3827	0.64	1998-02-20 07:59:51	34.0492	-118.9848	15.716	33.214	7.79	333.3511	0.64	0	2	0	0	0	6	1998
199804	"DAVID STARR JORDAN"	"JD"	24	"t"	1998-04-04 04:30:02	32.1325	-118.9985	15.6	32.62	12	275	0.64	1998-04-04 04:30:02	32.0963	-119.087	15.466	32.619	11.7	300.4717	0.64	0	0	0	0	5	6	1998
199803	"DAVID STARR JORDAN"	"JD"	25	"t"	1998-02-20 08:09:59	34.0492	-118.9848	15.716	33.214	7.79	333.3511	0.64	1998-02-20 08:09:59	34.0551	-118.9996	15.728	33.253	6.47	357.6644	0.64	0	6	0	0	0	11	1998
199804	"DAVID STARR JORDAN"	"JD"	25	"t"	1998-04-04 05:00:02	32.0963	-119.087	15.466	32.619	11.7	300.4717	0.64	1998-04-04 05:00:02	32.0506	-119.168	15.441	32.623	10.24	303.305	0.64	0	0	0	0	1	1	1998
199803	"DAVID STARR JORDAN"	"JD"	26	"t"	1998-02-20 08:20:01	34.0551	-118.9996	15.728	33.253	6.47	357.6644	0.64	1998-02-20 08:20:01	34.0606	-119.0143	15.63	33.194	9.33	358.5935	0.64	0	9	0	0	0	6	1998
199804	"DAVID STARR JORDAN"	"JD"	26	"t"	1998-04-04 05:24:02	32.0506	-119.168	15.441	32.623	10.24	303.305	0.64	1998-04-04 05:24:02	32.0139	-119.2323	15.147	32.534	7.29	300.6233	0.64	0	0	0	0	1	0	1998
199803	"DAVID STARR JORDAN"	"JD"	27	"t"	1998-02-20 08:30:01	34.0606	-119.0143	15.63	33.194	9.33	358.5935	0.64	1998-02-20 08:30:01	34.0653	-119.0293	15.519	33.032	7.7	337.8099	0.64	0	14	0	0	0	3	1998
199804	"DAVID STARR JORDAN"	"JD"	27	"t"	1998-04-04 08:00:02	32.0052	-119.2618	15.111	32.516	7.97	299.1761	0.64	1998-04-04 08:00:02	31.9797	-119.3127	15.322	32.578	17.84	299.5239	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	28	"t"	1998-02-20 08:40:01	34.0653	-119.0293	15.519	33.032	7.7	337.8099	0.64	1998-02-20 08:40:01	34.0699	-119.0446	15.583	33.141	6.46	327.8484	0.64	0	11	0	0	0	4	1998
199804	"DAVID STARR JORDAN"	"JD"	28	"t"	1998-04-04 08:30:02	31.9797	-119.3127	15.322	32.578	17.84	299.5239	0.64	1998-04-04 08:30:02	31.939	-119.3942	15.381	32.6	13.37	305.3637	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	29	"t"	1998-02-20 08:50:01	34.0699	-119.0446	15.583	33.141	6.46	327.8484	0.64	1998-02-20 08:50:01	34.0749	-119.059	15.477	33.071	7.55	333.4008	0.64	0	16	0	0	0	2	1998
199804	"DAVID STARR JORDAN"	"JD"	29	"t"	1998-04-04 09:01:01	31.939	-119.3942	15.381	32.6	13.37	305.3637	0.64	1998-04-04 09:01:01	31.8961	-119.479	15.449	32.611	10.12	302.3391	0.64	0	0	0	0	1	1	1998
199803	"DAVID STARR JORDAN"	"JD"	30	"t"	1998-02-20 09:00:01	34.0749	-119.059	15.477	33.071	7.55	333.4008	0.64	1998-02-20 09:00:01	34.08	-119.0735	14.195	26.545	6.92	359.9943	0.64	0	16	0	0	0	4	1998
199804	"DAVID STARR JORDAN"	"JD"	30	"t"	1998-04-04 09:31:01	31.8961	-119.479	15.449	32.611	10.12	302.3391	0.64	1998-04-04 09:31:01	31.8521	-119.562	15.625	32.657	9.09	295.213	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	31	"t"	1998-04-04 12:00:02	31.8403	-119.5967	15.5	32.626	12.41	272.1493	0.64	1998-04-04 12:00:02	31.7984	-119.6825	15.28	32.607	9.36	266.9204	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	31	"t"	1998-02-20 09:10:13	34.08	-119.0735	14.195	26.545	6.92	359.9943	0.64	1998-02-20 09:10:13	34.0854	-119.0879	13.967	22.892	6.81	10.2399	0.64	0	13	0	0	0	3	1998
199803	"DAVID STARR JORDAN"	"JD"	32	"t"	1998-02-20 09:20:00	34.0854	-119.0879	13.967	22.892	6.81	10.2399	0.64	1998-02-20 09:20:00	34.0777	-119.0934	15.526	32.989	5.65	11.504	0.64	0	14	0	0	0	1	1998
199804	"DAVID STARR JORDAN"	"JD"	32	"t"	1998-04-04 12:30:05	31.7984	-119.6825	15.28	32.607	9.36	266.9204	0.64	1998-04-04 12:30:05	31.7641	-119.7471	15.271	32.569	12.45	273.9063	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	33	"t"	1998-02-20 09:30:00	34.0777	-119.0934	15.526	32.989	5.65	11.504	0.64	1998-02-20 09:30:00	34.0733	-119.0774	15.427	32.813	6.05	332.9153	0.64	0	0	0	0	0	0	1998
199804	"DAVID STARR JORDAN"	"JD"	33	"t"	1998-04-04 13:00:03	31.7641	-119.7471	15.271	32.569	12.45	273.9063	0.64	1998-04-04 13:00:03	31.7319	-119.8117	15.239	32.54	14.18	264.9511	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	34	"t"	1998-02-20 09:40:01	34.0733	-119.0774	15.427	32.813	6.05	332.9153	0.64	1998-02-20 09:40:01	34.0676	-119.0616	15.477	33.113	8.17	317.0307	0.64	0	49	0	0	0	3	1998
199804	"DAVID STARR JORDAN"	"JD"	34	"t"	1998-04-04 13:30:04	31.7319	-119.8117	15.239	32.54	14.18	264.9511	0.64	1998-04-04 13:30:04	31.6995	-119.876	15.403	32.593	14	265.9525	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	35	"t"	1998-02-20 09:50:00	34.0676	-119.0616	15.477	33.113	8.17	317.0307	0.64	1998-02-20 09:50:00	34.0622	-119.0469	15.591	33.185	11.49	322.8004	0.64	0	8	0	0	0	5	1998
199804	"DAVID STARR JORDAN"	"JD"	35	"t"	1998-04-04 14:00:06	31.6995	-119.876	15.403	32.593	14	265.9525	0.64	1998-04-04 14:00:06	31.6659	-119.9426	15.648	32.654	14.65	265.7502	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	36	"t"	1998-02-20 10:00:00	34.0622	-119.0469	15.591	33.185	11.49	322.8004	0.64	1998-02-20 10:00:00	34.0574	-119.0324	15.507	33.055	7.62	342.0567	0.64	0	5	0	0	0	8	1998
199804	"DAVID STARR JORDAN"	"JD"	36	"t"	1998-04-04 14:30:02	31.6659	-119.9426	15.648	32.654	14.65	265.7502	0.64	1998-04-04 14:30:02	31.6341	-120.0068	15.634	32.652	15.31	261.8594	0.64	0	0	0	0	0	1	1998
199803	"DAVID STARR JORDAN"	"JD"	37	"t"	1998-02-20 10:10:09	34.0574	-119.0324	15.507	33.055	7.62	342.0567	0.64	1998-02-20 10:10:09	34.0521	-119.0175	15.678	33.208	8.26	10.2435	0.64	0	6	0	0	0	12	1998
199804	"DAVID STARR JORDAN"	"JD"	37	"t"	1998-04-04 15:00:13	31.6341	-120.0068	15.634	32.652	15.31	261.8594	0.64	1998-04-04 15:00:13	31.6008	-120.0722	15.567	32.654	13.42	268.0603	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	38	"t"	1998-02-20 10:20:00	34.0521	-119.0175	15.678	33.208	8.26	10.2435	0.64	1998-02-20 10:20:00	34.0465	-119.0014	15.685	33.231	6.89	344.0069	0.64	0	2	0	0	0	7	1998
199804	"DAVID STARR JORDAN"	"JD"	38	"t"	1998-04-04 16:00:03	31.6008	-120.0722	15.567	32.654	13.42	268.0603	0.64	1998-04-04 16:00:03	31.5343	-120.2017	15.859	32.678	15.22	252.294	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	39	"t"	1998-02-20 10:30:01	34.0465	-119.0014	15.685	33.231	6.89	344.0069	0.64	1998-02-20 10:30:01	34.0404	-118.9851	15.665	33.217	9.72	312.7165	0.64	0	4	0	0	0	9	1998
199804	"DAVID STARR JORDAN"	"JD"	39	"t"	1998-04-04 16:25:02	31.5343	-120.2017	15.859	32.678	15.22	252.294	0.64	1998-04-04 16:25:02	31.5137	-120.2468	15.944	32.712	11.22	250.4018	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	40	"t"	1998-02-20 10:40:01	34.0404	-118.9851	15.665	33.217	9.72	312.7165	0.64	1998-02-20 10:40:01	34.0347	-118.9689	15.6	33.187	11.86	321.8837	0.64	0	6	0	0	0	10	1998
199804	"DAVID STARR JORDAN"	"JD"	40	"t"	1998-04-04 21:00:02	31.5057	-120.2416	16.065	32.711	15.42	258.6166	0.64	1998-04-04 21:00:02	31.4693	-120.3226	15.918	32.688	12.98	257.5453	0.64	0	0	0	0	0	1	1998
199803	"DAVID STARR JORDAN"	"JD"	41	"t"	1998-02-20 10:50:01	34.0347	-118.9689	15.6	33.187	11.86	321.8837	0.64	1998-02-20 10:50:01	34.0292	-118.9528	15.587	33.134	11.77	325.0363	0.64	0	2	0	0	0	1	1998
199804	"DAVID STARR JORDAN"	"JD"	41	"t"	1998-04-04 21:30:02	31.4693	-120.3226	15.918	32.688	12.98	257.5453	0.64	1998-04-04 21:30:02	31.432	-120.392	16.023	32.686	14.8	263.3198	0.64	0	0	0	0	0	0	1998
199803	"DAVID STARR JORDAN"	"JD"	42	"t"	1998-02-20 11:00:00	34.0292	-118.9528	15.587	33.134	11.77	325.0363	0.64	1998-02-20 11:00:00	34.0221	-118.9605	15.465	33.091	15.93	327.1135	0.64	0	5	0	0	0	4	1998
199804	"DAVID STARR JORDAN"	"JD"	42	"t"	1998-04-04 22:00:01	31.432	-120.392	16.023	32.686	14.8	263.3198	0.64	1998-04-04 22:00:01	31.3961	-120.4626	16.232	32.727	15.42	258.4143	0.64	0	0	0	0	0	9	1998
199803	"DAVID STARR JORDAN"	"JD"	43	"t"	1998-02-20 11:10:00	34.0221	-118.9605	15.465	33.091	15.93	327.1135	0.64	1998-02-20 11:10:00	34.0282	-118.9765	15.579	33.166	12.23	335.3612	0.64	0	4	0	0	0	1	1998
199804	"DAVID STARR JORDAN"	"JD"	43	"t"	1998-04-04 22:30:00	31.3961	-120.4626	16.232	32.727	15.42	258.4143	0.64	1998-04-04 22:30:00	31.3648	-120.5346	16.285	32.756	17.07	258.5258	0.64	0	0	0	0	1	28	1998
199803	"DAVID STARR JORDAN"	"JD"	44	"t"	1998-02-20 11:20:01	34.0282	-118.9765	15.579	33.166	12.23	335.3612	0.64	1998-02-20 11:20:01	34.034	-118.9923	15.595	33.192	11.42	346.2944	0.64	0	8	0	0	0	4	1998
199804	"DAVID STARR JORDAN"	"JD"	44	"t"	1998-04-04 23:00:02	31.3648	-120.5346	16.285	32.756	17.07	258.5258	0.64	1998-04-04 23:00:02	31.3324	-120.6053	16.27	32.736	15.47	277.223	0.64	0	0	0	0	0	31	1998
199803	"DAVID STARR JORDAN"	"JD"	45	"t"	1998-02-20 11:30:00	34.034	-118.9923	15.595	33.192	11.42	346.2944	0.64	1998-02-20 11:30:00	34.0397	-119.008	15.609	33.206	15.31	322.5493	0.64	0	8	0	0	0	3	1998
199804	"DAVID STARR JORDAN"	"JD"	45	"t"	1998-04-04 23:30:01	31.3324	-120.6053	16.27	32.736	15.47	277.223	0.64	1998-04-04 23:30:01	31.2993	-120.6774	16.302	32.73	15.48	285.7652	0.64	0	0	0	0	0	17	1998
199803	"DAVID STARR JORDAN"	"JD"	46	"t"	1998-02-20 11:40:00	34.0397	-119.008	15.609	33.206	15.31	322.5493	0.64	1998-02-20 11:40:00	34.0453	-119.0232	15.661	33.243	17.77	314.2436	0.64	0	12	0	0	0	7	1998
199804	"DAVID STARR JORDAN"	"JD"	46	"t"	1998-04-05 00:00:01	31.2993	-120.6774	16.302	32.73	15.48	285.7652	0.64	1998-04-05 00:00:01	31.2627	-120.7494	16.309	32.737	12.91	283.5507	0.64	0	0	0	0	0	13	1998
199803	"DAVID STARR JORDAN"	"JD"	47	"t"	1998-02-20 11:50:01	34.0453	-119.0232	15.661	33.243	17.77	314.2436	0.64	1998-02-20 11:50:01	34.0502	-119.0379	15.672	33.283	18.25	321.9383	0.64	0	3	0	0	0	11	1998
199804	"DAVID STARR JORDAN"	"JD"	47	"t"	1998-04-05 00:30:02	31.2627	-120.7494	16.309	32.737	12.91	283.5507	0.64	1998-04-05 00:30:02	31.2274	-120.8216	16.294	32.729	12.06	267.3784	0.64	0	0	0	0	0	8	1998
199804	"DAVID STARR JORDAN"	"JD"	48	"t"	1998-04-05 01:09:09	31.2274	-120.8216	16.294	32.729	12.06	267.3784	0.64	1998-04-05 01:09:09	31.1819	-120.9171	16.29	32.725	13.62	281.2037	0.64	0	0	0	0	0	13	1998
199803	"DAVID STARR JORDAN"	"JD"	48	"t"	1998-02-20 12:00:01	34.0502	-119.0379	15.672	33.283	18.25	321.9383	0.64	1998-02-20 12:00:01	34.0552	-119.0535	15.657	33.256	15.61	326.9585	0.64	0	7	0	0	0	2	1998
199803	"DAVID STARR JORDAN"	"JD"	49	"t"	1998-02-20 12:10:01	34.0552	-119.0535	15.657	33.256	15.61	326.9585	0.64	1998-02-20 12:10:01	34.0603	-119.0695	15.558	33.194	12.69	334.0583	0.64	0	7	0	0	0	11	1998
199804	"DAVID STARR JORDAN"	"JD"	49	"t"	1998-04-05 03:30:04	31.1787	-120.9287	16.247	32.728	5.75	261.1161	0.64	1998-04-05 03:30:04	31.1308	-121.0209	16.169	32.711	9.18	276.4618	0.64	0	0	0	0	0	36	1998
199803	"DAVID STARR JORDAN"	"JD"	50	"t"	1998-02-20 12:20:01	34.0603	-119.0695	15.558	33.194	12.69	334.0583	0.64	1998-02-20 12:20:01	34.0651	-119.0849	14.993	31.608	9.59	341.428	0.64	0	23	0	0	0	1	1998
199804	"DAVID STARR JORDAN"	"JD"	50	"t"	1998-04-05 04:00:01	31.1308	-121.0209	16.169	32.711	9.18	276.4618	0.64	1998-04-05 04:00:01	31.092	-121.096	16.223	32.727	9.36	266.893	0.64	0	0	0	0	0	25	1998
199803	"DAVID STARR JORDAN"	"JD"	51	"t"	1998-02-20 12:30:01	34.0651	-119.0849	14.993	31.608	9.59	341.428	0.64	1998-02-20 12:30:01	34.0704	-119.1	15.114	32.231	7.82	348.4666	0.64	0	20	0	0	0	6	1998
199804	"DAVID STARR JORDAN"	"JD"	51	"t"	1998-04-05 04:30:02	31.092	-121.096	16.223	32.727	9.36	266.893	0.64	1998-04-05 04:30:02	31.0551	-121.1748	16.196	32.724	12.08	290.2711	0.64	0	0	0	0	0	24	1998
199804	"DAVID STARR JORDAN"	"JD"	52	"t"	1998-04-05 05:00:01	31.0551	-121.1748	16.196	32.724	12.08	290.2711	0.64	1998-04-05 05:00:01	31.0144	-121.2541	16.184	32.727	11.08	282.6875	0.64	0	0	0	0	0	20	1998
